Company Name,Agency,Instrument Type,Instrument_Family,Fee_Avg_Lakhs,Fee_Low_Lakhs,Fee_High_Lakhs,Rating,Rating Date,Amount Cr,Sector,Pipeline_Window,Current Urgency,Call_Window,NCD_Flag,Why Target,ACER Pitch Angle
Aadarsh Pvt. Ltd.,CRISIL,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,06-Oct-2025,1.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Aadarsh Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,06-Oct-2025,1.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Formulated Polymers Pvt. Ltd.,BRICKWORK,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,09-Jan-2026,0.9,Chemicals & Pharma,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Classic Enterprises Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,09-Jan-2026,0.71,Other,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Formulated Polymers Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,09-Jan-2026,0.22,Chemicals & Pharma,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Rajasthan Liquors Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,A,07-Oct-2025,96.33,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Rajasthan Liquors Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,A,07-Oct-2025,73.67,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Gowra Ventures Pvt. Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B+,07-Oct-2025,58.7,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Gowra Ventures Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,07-Oct-2025,46.3,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Anand Motor Agencies Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B+,10-Apr-2026,25.0,Automobiles,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shanker Wood Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,07-Oct-2025,17.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Khandelwal Group Pvt. Ltd.,BRICKWORK,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,C,07-Oct-2025,15.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Galaxy Life Care Services Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,10-Apr-2026,10.0,Automobiles,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
R A C Papers Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,10-Apr-2026,7.0,Paper/Packaging,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
S S G Pharma Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,10-Apr-2026,7.0,Chemicals & Pharma,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Rajasthan Liquors Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 1,07-Oct-2025,5.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Hemodiaz Life Sciences Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,07-Oct-2025,4.0,Healthcare,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Jai Gears Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B-/A4,07-Oct-2025,4.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),NCD — SEBI License Required,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Anand Motor Agencies Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,10-Apr-2026,3.0,Automobiles,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Arya Steels Rolling (India) Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,BB-,10-Apr-2026,3.0,Steel & Metals,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shashank Auto Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,07-Oct-2025,2.35,Automobiles,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Anand Motor Agencies Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,10-Apr-2026,1.59,Automobiles,October 2026,LOW,Oct Wk1 (Oct 1-7),Standard,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shashank Auto Pvt. Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,07-Oct-2025,0.55,Automobiles,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Shanker Wood Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,07-Oct-2025,0.0,Other,October 2026,MEDIUM,Oct Wk1 (Oct 1-7),Standard,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Utkal Healthcare Pvt. Ltd.,IND-RA,Term Loan,Term Loan,5.0,3.0,7.0,BBB,08-Oct-2025,103.35,Healthcare,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Utkal Healthcare Pvt. Ltd.,IND-RA,Term Loan,Term Loan,5.0,3.0,7.0,BBB,08-Oct-2025,26.65,Healthcare,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
T C P Ltd.,IND-RA,Term Loan,Term Loan,5.0,3.0,7.0,B+,08-Oct-2025,16.56,Other,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
T C P Ltd.,IND-RA,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,08-Oct-2025,7.2,Other,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds
Bakewell Biscuits Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,08-Oct-2025,3.92,Agro & Food,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Swajit Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,08-Oct-2025,2.5,Manufacturing,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Swajit Engineering Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,08-Oct-2025,2.0,Manufacturing,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Aaiswarya Dyeing Mills Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,12-Jan-2026,33.5,Chemicals & Pharma,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Uttarakhand Engineering Products Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B+/A4,12-Jan-2026,24.0,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
J P L Industries Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,BB+,09-Oct-2025,15.6,Manufacturing,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Alok Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,09-Oct-2025,15.0,Construction,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Uttarakhand Engineering Products Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,09-Oct-2025,13.5,Manufacturing,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Amarpali Cylinders Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B+/A4,12-Jan-2026,12.56,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),NCD — SEBI License Required,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Amarpali Cylinders Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,12-Jan-2026,6.9,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Shri Vaari Electricals Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,12-Jan-2026,6.0,Energy,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Anup Malleables Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,09-Oct-2025,5.36,Media/Retail,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Supermint Exports Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,12-Jan-2026,4.3,Logistics,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Amarpali Cylinders Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,12-Jan-2026,3.68,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Anup Malleables Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,09-Oct-2025,3.0,Media/Retail,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Bell Tele Services India Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,12-Jan-2026,3.0,Infrastructure,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Supermint Exports Pvt. Ltd.,BRICKWORK,Term Loan,Term Loan,5.0,3.0,7.0,C,12-Jan-2026,1.19,Logistics,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
J P L Industries Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,09-Oct-2025,0.2,Manufacturing,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sir Shadi Lal Enterprises Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,C,13-Jan-2026,40.45,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Pagro Frozen Foods Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B,13-Jan-2026,32.62,Agro & Food,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sir Shadi Lal Enterprises Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,C,13-Jan-2026,18.55,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Anvitha Life Care Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,10-Oct-2025,9.98,Automobiles,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Cell Com Teleservices Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,10-Oct-2025,9.0,Infrastructure,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sree Mangayarkarasi Mills Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,13-Apr-2026,4.0,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Cell Com Teleservices Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,10-Oct-2025,3.0,Infrastructure,October 2026,MEDIUM,Oct Wk2 (Oct 8-14),Standard,INC rating hits ULTRA HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sree Mangayarkarasi Mills Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,13-Apr-2026,2.27,Other,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Pagro Frozen Foods Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,13-Jan-2026,0.82,Agro & Food,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Natraj Electro Casting Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,14-Apr-2026,13.5,Steel & Metals,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
J P L Industries Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B+,14-Apr-2026,6.0,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Filteration Engineers (India) Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,14-Apr-2026,5.25,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Natraj Electro Casting Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B-/A4,14-Apr-2026,2.9,Steel & Metals,October 2026,LOW,Oct Wk2 (Oct 8-14),NCD — SEBI License Required,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
J P L Industries Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B+,14-Apr-2026,2.61,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Natraj Electro Casting Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,14-Apr-2026,1.54,Steel & Metals,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
J P L Industries Ltd.,CARE,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,14-Apr-2026,0.2,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,BBB-,15-Apr-2026,65.28,Energy,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kiri Oilfield Services Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 3,15-Apr-2026,15.35,Energy,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Whitelotus Industries Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,15-Apr-2026,12.67,Manufacturing,October 2026,LOW,Oct Wk2 (Oct 8-14),Standard,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
