Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Jayashree Polymer Exports Pvt. Ltd.,CRISIL,Term loans,BBB,2026-04-02,LOW,Chemicals,Active,Rating Watch,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Troikaa Pharmaceuticals Ltd. [Merged],CRISIL,Term loans,A-,2026-04-02,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
V R Coatings Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2026-04-02,LOW,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Hema Dyechem Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-02,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Sun Pharma Laboratories Ltd.,ICRA,Short-term loan,A 1+,2026-03-03,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sun Pharmaceutical Inds. Ltd.,ICRA,Non-government debt,AAA/A1+,2026-03-03,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Finkurve Financial Services Limited,Infomerics,Long term Facilities â€“ Term loans,IVR BBB+ (Upgraded),2026-02-10,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Salvi Chemical Industries Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (Assigned),2026-02-05,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Scott Edil Pharmacia Ltd.,ACUITE,Bank Guarantee,A 1,2026-02-04,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
K B K Biotech Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-02-04,LOW,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shree Dulichand Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-02-04,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Shri Mahabir Dyeing & Prtg. Mills Pvt. Ltd.,IND-RA,Term loans,B-,2026-02-04,LOW,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
"Fertilisers & Chemicals, Travancore Ltd.",CARE,Non-fund-based financial facility/instrument,A 2,2026-02-04,LOW,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Sai Fertilizers & Phosphates Pvt. Ltd.,CARE,Term loans,BBB+,2026-02-04,LOW,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Starwing Plastic & Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-02-04,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Hindustan Adhesives Ltd.,IND-RA,Non-government debt,B-/A4,2026-02-04,LOW,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Rohan Dyes & Intermediates Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2026-02-04,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Piyanshu Chemicals Pvt. Ltd.,CARE,Bank Guarantee,A 2+,2026-02-04,LOW,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Elysium Pharmaceuticals Ltd.,IND-RA,Non-government debt,BB-/A4+,2026-02-04,LOW,Pharma/Biotech,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
True Green Bio Energy Limited (Erstwhile CIL Nova Petrochemicals Limited),Infomerics,Long Term Facilities,IVR BBB- (Reaffirmed),2026-02-04,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Primex Plastics Pvt. Ltd.,CRISIL,Term loans,B,2026-02-03,LOW,Chemicals,INC,Downgraded,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Nitika Pharmaceutical Specialities Pvt. Ltd.,ACUITE,Term loans,BBB-,2026-02-03,LOW,Pharma/Biotech,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Jammu Pigments Ltd.,BRICKWORK,Fund based financial facility/instrument,A 4,2026-02-03,LOW,Chemicals,INC,Withdrawn,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Jagannath Polymers Ltd.,ACUITE,Bank Guarantee,A 4,2026-02-03,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Hasti Petro Chemical & Shipping Ltd.,BRICKWORK,Term loans,B-,2026-02-02,LOW,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Accord Chemical Corporation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2026-02-02,LOW,Chemicals,INC,Negative,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Bioplus Life Sciences Pvt. Ltd.,CARE,Letter Of credit,A 3,2026-02-02,LOW,Pharma/Biotech,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Yashraj Biotechnology Ltd.,CRISIL,Term loans,BBB-,2026-02-02,LOW,Pharma/Biotech,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Bombay Dyeing & Mfg. Co. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2+,2026-02-01,LOW,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Torrent Pharmaceuticals Ltd.,IND-RA,Term loans,AA+,2026-02-01,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Dinkar Technologies Pvt. Ltd.,CARE,Term loans,A+,2026-02-01,LOW,Chemicals,Active,Upgraded,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shri Prabhulingeshwar Sugars and Chemicals Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2026-01-29,LOW,Chemicals,INC,Negative,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Aryann Chemical Trading Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2026-01-23,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Vijayneha Polymers Private Limited,Infomerics,Long Term Facilities,IVR BBB+ (Upgraded),2026-01-22,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Kisha Telelinks Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2026-01-07,LOW,Chemicals,INC,Nil,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Kutch Chemical Inds. Ltd.,CARE,Non-government debt,AA-/A1+,2026-01-04,LOW,Chemicals,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Kekule Pharma Ltd.,CARE,Bank Guarantee,A 3,2026-01-04,LOW,Pharma/Biotech,Active,Reaffirmed,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Technopaints & Chemicals Ltd.,IND-RA,Non-government debt,BBB/A3+,2026-01-04,LOW,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Modern Insecticides Ltd.,CRISIL,Fund based financial facility/instrument,BB-,2026-01-04,LOW,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Vindhya Telelinks Ltd.,CARE,Term loans,A,2026-01-04,LOW,Chemicals,Active,Downgraded,Recently downgraded — evaluate switching.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Northern Coating Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (Reaffirmed),2026-01-02,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Melzer Chemicals Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-01-02,LOW,Chemicals,INC,Negative,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Heetu Chemicals and Alkalies Limited,Infomerics,Long Term Facilities,IVR BBB- (Reaffirmed),2025-12-31,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Sarna Chemicals Private Limited,Infomerics,Long Term  Fund Based  Facility â€“ Cash Credit,IVR BB+ (INC)(Downgraded),2025-12-29,LOW,Chemicals,INC,Negative,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Tirupati Tradelinks Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-12-29,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Rajshree Fine Chemical Industries India Private Limited,Infomerics,Short Term Bank Facilities,Withdrawn,2025-12-29,LOW,Chemicals,Active,Nil,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Shriram Navinkumar & Sons Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-12-22,LOW,Chemicals,Active,Stable,Active Infomerics Chem/Pharma client — opportunity for ACER.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Rosemerry Solvent Private Limited,Infomerics,Long Term Bank Facilities (Incl. Proposed Facility),IVR BB (INC) (Downgraded),2025-12-18,LOW,Chemicals,INC,Negative,INC at Infomerics — Chemical/Pharma company needs new independent rating.,Infomerics-rated Chemicals/Pharma company. ACER offers sector expertise and faster rating delivery.,infomerics
Alphamed Formulations Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-12,MEDIUM,Pharma/Biotech,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Axel Polymers Ltd.,CRISIL,Letter Of credit,A 4,2025-12-12,MEDIUM,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
N G Fertilizers & Chemicals Pvt. Ltd.,ICRA,Term loans,B+,2025-12-12,MEDIUM,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Element Chemilink Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-11,MEDIUM,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Baroda Agro Chemicals Ltd.,BRICKWORK,Letter Of credit,D,2025-12-11,MEDIUM,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
Chemical Process Piping Pvt. Ltd.,CARE,Term loans,BBB+,2025-12-11,MEDIUM,Chemicals,Active,Initial Rating,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Savla Chemicals Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-12-11,MEDIUM,Chemicals,Active,Withdrawn,Active Chem/Pharma company — ACER can offer rating.,Your rating is due for renewal. ACER offers faster turnaround with sector-specialist analysts.,d365
Shiva Polymers Pvt. Ltd.,CRISIL,Long term Loans,D,2025-12-11,MEDIUM,Chemicals,INC,Reaffirmed,INC — not cooperating with current rater. Chemical/Pharma company needs new rating agency.,INC at current agency — ACER provides independent Chem/Pharma sector expertise.,d365
