Blitz Rank,Company Name,Sector,Instrument,Current Rater,Rating,Rating Date,Urgency,INC Flag,Priority Score,Why Target,ACER Pitch Angle,Tier
72,Alaska Fabtech Pvt. Ltd.,IT/Software,Term loans,CRISIL,D,2025-05-21,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
73,Ascent E Digit Solutions Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-04-18,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
74,Aurionpro Toshi Automatic Systems Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
75,C S M Technologies Ltd.,IT/Software,Bank Guarantee,CRISIL,A 4+,2025-05-30,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
76,Diligent S C M Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,BB,2025-05-23,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
77,Healthfore Technologies Ltd.,IT/Software,Term loans,CARE,D,2025-05-20,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
78,Jitendra New EV Tech Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-22,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
79,Koenig Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B,2025-05-29,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
80,Kommineni Infotech Pvt. Ltd.,IT/Software,Bank Guarantee,CARE,D,2025-05-20,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
81,M R Proview Real Tech Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-06-12,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
82,MVR Technology,IT/Software,Long Term Facilities,Infomerics,IVR B (INC)(Downgraded),2025-03-17,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
83,Mother Earth Environ Tech Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-20,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
84,Mylab Discovery Solutions Pvt. Ltd.,IT/Software,Term loans,CARE,BB-,2025-05-14,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
85,Noida Software Technology Park Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-05-15,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
86,Pan India Network Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-05-13,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
87,Peethambra Granites Pvt. Ltd.,IT/Software,Term loans,CRISIL,B,2025-05-29,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
88,Proarch I T Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B+,2025-06-13,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
89,Robbins Tunneling & Trenchless Technology (India) Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,A 4,2025-06-02,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
90,Shalaka Infra-Tech (India) Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-06-09,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
91,Supertech Ltd.,IT/Software,Term loans,BRICKWORK,D,2025-05-16,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
92,Tech-Force Composites Pvt. Ltd.,IT/Software,Letter Of credit,CRISIL,B,2025-06-11,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
93,Teleecare Network India Pvt. Ltd.,IT/Software,Bank Guarantee,CARE,C,2025-06-05,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
94,Terracis Technologies Ltd.,IT/Software,Bank Guarantee,CARE,D,2025-05-22,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
95,Vaishnavi Ferro Tech Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B,2025-05-29,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
96,Venky Hi-Tech Ispat Ltd.,IT/Software,Non-fund-based financial facility/instrument,ICRA,D,2025-05-16,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
97,Venta Realtech Pvt. Ltd. [Merged],IT/Software,Term loans,CARE,D,2025-05-12,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days",ULTRA HOT
98,Vijas Digital (India) Pvt. Ltd.,IT/Software,Bank Guarantee,CRISIL,A 4,2025-05-27,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
99,Aadi Polymers Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-23,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
100,Abil Chempharma Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-05-16,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
101,Adorn Speciality Polymers Pvt. Ltd.,ChemicalsPharma,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-09,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
102,Amazing Rubber Products Pvt. Ltd.,ChemicalsPharma,Long term Loans,CRISIL,BB,2025-05-27,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
103,Asian Fertilizers Ltd.,ChemicalsPharma,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-05,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
104,Asolution Pharmaceuticals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,A 4,2025-05-21,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
105,B A S P Chemical Products Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-05-28,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
106,Choksi Laboratories Ltd.,ChemicalsPharma,Term loans,BRICKWORK,C,2025-06-12,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
107,Darjeeling Organic Tea Estates Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,D,2025-06-05,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
108,G K Plastics Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
109,Heurtey Petrochem India Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-28,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
110,Jeevan Polymers Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,D,2025-06-05,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
111,Jericho Chemicals LLP,ChemicalsPharma,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-28,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
112,Moksha Thermoplastics Private Limited,ChemicalsPharma,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-06,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
113,Nuchem Dyestuffs Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-06-04,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
114,Organic Coatings Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-05-30,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
115,P.K. Pharmatech Private Limited,ChemicalsPharma,Long Term Bank Facility- Cash Credit,Infomerics,IVR B+(INC) (Downgraded),2025-01-01,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
116,Pab Organics Pvt. Ltd.,ChemicalsPharma,Non-fund-based financial facility/instrument,CARE,A 4,2025-06-10,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
117,Rubber King Tyre Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4+,2025-05-06,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
118,Rupal Plastics Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
119,S P P Polymer Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-10,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
120,Sandhya Organic Chemicals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,CRISIL,A 4,2025-06-13,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
121,Saptagir Laboratories Pvt. Ltd.,ChemicalsPharma,Term loans,CARE,C,2025-05-19,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
122,Sonasati Organics Private Limited,ChemicalsPharma,Long Term Bank Facilities,Infomerics,IVR BB+ (CE)(INC)(Reaffirmed and Withdrawn),2022-10-31,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
123,Sovika Chemicals Pvt. Ltd.,ChemicalsPharma,Bank Guarantee,BRICKWORK,A 4,2025-06-05,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
124,Spell Organics Ltd.,ChemicalsPharma,Fund based financial facility/instrument,CRISIL,B+,2025-05-15,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
125,Star Chem Poly Trade Pvt. Ltd.,ChemicalsPharma,Non-government debt,BRICKWORK,C/A4,2025-05-28,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
126,Sunflag Chemicals Pvt. Ltd.,ChemicalsPharma,Fund based financial facility/instrument,CARE,A 4,2025-05-28,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
127,Tradeimpex Polymers (India) Pvt. Ltd.,ChemicalsPharma,Letter Of credit,BRICKWORK,A 4,2025-05-21,HIGH,YES,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness,ULTRA HOT
