Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Manaksia Coated Metals & Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"April 18, 2023",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Moksha Thermoplastics Private Limited,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),"March 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Moksha Thermoplastics Private Limited,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"March 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Roto Pumps Limited,Long Term Bank Facilities,Infomerics,Withdrawn,"June 12, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Roto Pumps Limited,Short Term Bank Facilities,Infomerics,Withdrawn,"June 12, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Roto Pumps Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB/IVR A3+; (Reaffirmed and Withdrawn),"June 12, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
ASI Industries Limited (ASI),Long Term Fund Based Bank Facilities - Term Loans,Infomerics,IVR BB+ (Revised & Withdrawn),"December 7, 2022",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
ASI Industries Limited (ASI),Long Term Fund Based Bank Facility - Cash Credit/WCDL,Infomerics,IVR BB+ (Revised & Withdrawn),"December 7, 2022",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
ASI Industries Limited (ASI),Short Term Non Fund Based Bank Facility - Bank Guarantee,Infomerics,IVR A4+ (Revised & Withdrawn),"December 7, 2022",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Piccadily Agro Industries Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"February 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Piccadily Agro Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Upgraded),"February 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Kataria Automobiles Private Limited (KAPL),Long Term Fund based facilities - Cash Credit,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Kataria Automobiles Private Limited (KAPL),Long Term Fund based facilities - Term Loan,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Kataria Automobiles Private Limited (KAPL),Short Term Fund based facilities - Bank Guarantee,Infomerics,IVR A4 (INC)(Reaffirmed and Withdrawn),"February 10, 2023",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Shivalik Engineering Industries Limited,Long Term Bank Facilities,Infomerics,Withdrawn,"September 28, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sonar Casting Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR A- (CE) (Reaffirmed),"March 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sonar Casting Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR A- (CE) (Reaffirmed),"March 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sonar Casting Limited,Short Term Bank Facilities - Bank Guarantee,Infomerics,IVR A2+ (CE) (Reaffirmed),"March 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sonar Casting Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BB- (Assigned),"March 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
M. M. Industries,Long Term Facilities,Infomerics,IVR C+ (INC)(Downgraded),"January 27, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
M. M. Industries,Short Term Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"January 27, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Val met Engineering Private Limited,Long Term Bank Facilities- Fund Based,Infomerics,Withdrawn,"October 10, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Val met Engineering Private Limited,Long Term Bank Facilities- Non-Fund Based,Infomerics,Withdrawn,"October 10, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
NS Engineering Company Private Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),"January 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
NS Engineering Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"January 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ess Ess Kay Engineering Company Private Limited (SSK),Long Term Bank Facilities-Cash Credit,Infomerics,IVR BBB- (Reaffirmed),"May 15, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ess Ess Kay Engineering Company Private Limited (SSK),Long Term Bank Facilities -Term Loan,Infomerics,IVR BBB- (Reaffirmed),"May 15, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ess Ess Kay Engineering Company Private Limited (SSK),Short Term Bank Facilities-BG,Infomerics,IVR A3 (Reaffirmed),"May 15, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
TR Sawhney Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+,"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
TR Sawhney Motors Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
TR Sawhney Automobiles Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+,"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
TR Sawhney Automobiles Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"April 3, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Bhaskar Steel and Ferro Alloy Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded and Withdrawn),"May 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
MPCL Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed and Withdrawn),"February 7, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
MPCL Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed and Withdrawn),"February 7, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
MPCL Industries Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB+/IVR A2; (Reaffirmed and Withdrawn),"February 7, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
G. G. Automotive Gears Limited,Long Term Fund Based Bank Facility,Infomerics,IVR BB+ (Reaffirmed and Withdrawn),"January 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
G. G. Automotive Gears Limited,Short Term Non- Fund Based Bank Facility,Infomerics,IVR A4+ (Reaffirmed and Withdrawn),"January 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
G. G. Automotive Gears Limited,Long Term Fund Based Facility - Cash Credit,Infomerics,IVR BBB-,"January 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
G. G. Automotive Gears Limited,Long/Short Term Bank Facility - Bank Guarantee,Infomerics,IVR BBB- / IVR A3,"January 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
G. G. Automotive Gears Limited,Long Term Fund Based Facility - Term Loans,Infomerics,IVR BBB-,"January 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
St. Mary's Rubbers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"February 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
St. Mary's Rubbers Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"February 28, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Agarwal Induction Furnace Pvt. Ltd,Long Term Bank Facilities,Infomerics,Withdrawn,"January 25, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Agarwal Induction Furnace Pvt. Ltd,Short Term Bank Facilities,Infomerics,Withdrawn,"January 25, 2023",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Pilania Industries India Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed & Withdrawn),"June 14, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
HYT Engineering Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB,"January 31, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
HYT Engineering Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"January 31, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
MI Industries India Private Limited,Long Term Bank Facilities,Infomerics,Withdrawn,"October 30, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
MI Industries India Private Limited,Short Term Bank Facilities,Infomerics,Withdrawn,"October 30, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Long term fund-based Bank facility - CC,Infomerics,IVR BBB+ (Reaffirmed) (Withdrawn),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Long term fund-based Bank facility - Term Loans,Infomerics,IVR BBB+ (Reaffirmed) (Withdrawn),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Long term fund-based Bank facility - Working Capital Term Loans,Infomerics,IVR BBB+ (Reaffirmed) (Withdrawn),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Short term non-fund-based Bank facility - LC/BG,Infomerics,IVR A2 (Reaffirmed) (Withdrawn),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Long Term Facilities (Fund Based -CC),Infomerics,IVR BBB- (Issuer not Cooperating),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Term Loan,Infomerics,IVR BBB- (Issuer not Cooperating),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Jay Jagdamba Forgings Private Limited,Short Term Facilities (Non-Fund Based LC),Infomerics,IVR A3 (Issuer not Cooperating),"February 14, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
