Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,INC,Sector,State,Why Target,ACER Pitch Angle,Source
Medicare Spryness (I) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-01-31,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Medipol Pharmaceutical India Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-03-26,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Memon Health Care Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-12-22,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Micro Therapeutic Research Labs Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-01-21,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Miot Hospitals Pvt. Ltd.,Term loans,CARE,B+,2026-01-09,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Mistair Health & Hygiene Pvt. Ltd.,Term loans,CRISIL,B,2026-03-27,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Mohini Health & Hygiene Ltd.,Term loans,CARE,B,2026-04-27,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Mridula Healthcare Pvt. Ltd.,Term loans,BRICKWORK,C,2026-02-23,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
N R Pharmaceuticals Pvt. Ltd.,Long term Loans,CRISIL,B,2026-02-26,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Nagarjuna Hospitals Pvt. Ltd.,Long term Loans,CRISIL,B,2026-01-21,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Narayanadri Hospitals & Research Institute Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nayati Healthcare & Research Pvt. Ltd.,Term loans,BRICKWORK,D,2026-02-24,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nectar Lifesciences Ltd.,Bank Guarantee,CARE,A 4,2026-03-02,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nemcare Hospital Tezpur Pvt. Ltd.,Term loans,CARE,D,2025-12-29,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nemcare Hospitals Pvt. Ltd.,Term loans,IND-RA,D,2026-04-02,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nidan Laboratories & Healthcare Ltd.,Term loans,CRISIL,B,2026-04-23,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nikvin Healthcare (India) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-10,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Novagen Healthcare Pvt. Ltd.,Term loans,CRISIL,B,2026-04-23,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Overseas Health Care Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-25,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Parco Institute Of Medical Sciences Pvt. Ltd.,Term loans,BRICKWORK,D,2026-02-13,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Pharma Access Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2026-01-08,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Pharma Impex Laboratories Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-01-23,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Pinnacle Hospitals India Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-16,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Plus Medicare Hospitals Pvt. Ltd.,Term loans,BRICKWORK,C,2026-04-06,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Pradhama Multi Speciality Hospitals & Research Ins Titute Ltd.,Long term Loans,CRISIL,D,2026-03-27,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (4 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Precise Chemi Pharma Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-29,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Proodle Hospitality Services Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-02-19,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Q-Line Biotech Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Quadragen Vethealth Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-28,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Ra'Pure Life Sciences Ltd.,Letter Of credit,BRICKWORK,A 4,2026-03-13,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Raghava Life Sciences Pvt. Ltd.,Term loans,ICRA,B+,2026-02-24,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Rahman Hospitals Pvt. Ltd.,Long term Loans,CRISIL,B,2025-12-19,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Ravina Health Care Pvt. Ltd.,Long term Loans,CRISIL,D,2026-04-28,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Rotech Healthcare Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-02-19,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
S J S Healthcare Ltd.,Long term Loans,CRISIL,BB-,2026-04-14,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
S S G Pharma Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-30,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
S S Medical Systems ( India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-12-23,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
S V R Drugs Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,B+,2026-04-24,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (3 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
S V S Hospitals Pvt. Ltd.,Term loans,BRICKWORK,C-,2026-03-31,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Sadguru Medical & Research Centre Pvt. Ltd.,Term loans,ICRA,B,2026-03-31,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Safal Seeds & Biotech Ltd.,Long term Loans,CRISIL,B,2026-04-28,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sahara Hospitality Ltd.,Fund based financial facility/instrument,CARE,D,2026-02-06,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Sai Primus Lifebiotech Pvt. Ltd.,Term loans,CRISIL,BB+,2025-12-17,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sai Sidhi Swagat Health Services Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-27,LOW,YES,Healthcare,,"INC — not cooperating with rater, mandate open",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
