Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Global Poly Bags Inds. Pvt. Ltd.,BRICKWORK,Term Loan,B+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,13.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shri Maa Mktg. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,12.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Wudtools,Infomerics,Long Term Bank Facilities,IVR C (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,12.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
K S D Construction,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,11.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
OP Gupta Contractor Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,10.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,9.0,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
D Raja Cotton Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,8.7,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
P M I Coaches Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,8.33,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Ali Afzal Flour Mill Ltd.,BRICKWORK,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,7.34,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
SVR Electricals Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,7.25,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Performance guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,7.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Performance guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
D Raja Cotton Pvt. Ltd.,BRICKWORK,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,6.76,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Global Poly Bags Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Mechfast Engineering Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,5.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vijay Transformers,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,4.57,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Fund-Based,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,4.21,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Mahamaya Foods & Grains Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,3.51,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,3.5,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Ali Afzal Flour Mill Ltd.,BRICKWORK,Fund-Based,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,2.6,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Goa Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,2.5,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vijay Transformers,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,2.5,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,2.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sewa Singh Oberoi and Company,Infomerics,Long Term Bank Facility,IVR B (INC) (Downgraded),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,2.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.84,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S R Tranzcars Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.65,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Kothari Processors Pvt. Ltd.,CARE,Bank Guarantee,B-,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Aditya Timpack Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Parmeshwar Steels Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.16,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Micron Enterprises Pvt. Ltd.,ACUITE,Term Loan,B,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.0,BFSI,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Parmeshwar Steels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vijay Transformers,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
SVR Electricals Private Limited,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,1.0,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Ridings Consulting Engineers India Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.85,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Ridings Consulting Engineers India Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Global Jewellery Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.5,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Mechfast Engineering Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Aditya Timpack Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Kothari Processors Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Parmeshwar Steels Pvt. Ltd.,CRISIL,Fund-Based,BB+,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.28,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Fuji Silvertech Concrete Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-02,HOT,Q1 2027,Dec 2026,2026-12-02,,0.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
C P L Pharmaceuticals Pvt. Ltd.,IND-RA,Term Loan,BBB+,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,409.55,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
K K P Fine Linen Pvt. Ltd.,BRICKWORK,Fund-Based,BB,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,171.82,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
C P L Pharmaceuticals Pvt. Ltd.,IND-RA,Term Loan,BBB+,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,80.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Pushpit Steels Pvt. Ltd.,BRICKWORK,Term Loan,B,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,60.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Oswal Cables Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,55.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Pulkit Metals Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,45.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Pushpit Steels Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,45.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
M S V Constructions Company,Infomerics,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,20.33,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
M S V Constructions Company,Infomerics,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,19.67,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Anusaya Auto Press Parts Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,19.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
MMG Holdings Private Limited,Infomerics,Long Term Bank Facilities- Term Loan,IVR C+ (INC) (Downgraded),2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,15.04,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,12.3,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Trishul Buildtech & Infrastructures Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,10.22,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S R M Smart Hoops Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,10.05,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Seco Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-03,HOT,Q1 2027,Dec 2026,2026-12-03,,6.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
